andar;anunciante;anuncio;area;atualizacao;bairro;banheiro;caracteristica;cep;codigo;condominio;data;descricao;endereco;imagem;imagemlista;y;x;municipio;preco;quarto;siteorigem;suite;telefone;tipologia;titulo;uf;url;urlmapa;vaga
;;;;;Jardim Atlântico;;;;90920284;;05/05/2019; Esse terreno é uma excelente oportunidade para você que busca facilidade de acesso pois encontra-se no limite entre os municípios de Florianópolis e São José, está localizado perto de tudo - shoppings, supermercados, restaurantes, farmácias, escolas e ainda tem fácil acesso a diversos pontos das duas cidades por meio das ruas principais ou por dentro dos bairros!  Em uma rua tranquila do bairro Jardim Atlântico, próximo à Avenida Marinheiro Max Schramm ideal para moradia ou para sua empresa, terreno com 423,60 m² sendo de frente 12 metros e laterais de 35,30 metros.  Venha conhecer o seu novo investimento! Ficou interessado (a) e quer saber mais? Olha que fácil para você agendar a sua visita é só ligar para ou pelo whatsapp ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/5b7cdbe532b7f1abd9a0fc6ba2031fc8.jpg;-27.575.417;-48.600.476;Florianópolis;400000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-jardim-atlantico-bairros-florianopolis-424m2-venda-RS400000-id-90920284/;https://www.google.com/maps/search/?api=1&query=-27.575417,-48.600476;
;;;369;;Vargem Grande;;;;1042446356;;05/05/2019;   Açougue, Banca de revistas, Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Evangélica, Lanchonete, Locadora, Lojas, Mercado, Panificadora, Praia, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Sorveteria, Terminal de Ônibus, Pet Shop, Peixaria, Posto de Saúde, .   Terreno na Vargem Grande em Excelente localização, com casas de médio e alto padrão. Área em plena expansão. Aceita financiamento. Consulte-nos sobre a disponibilidade e as informações do imóvel anunciado. Valores sujeitos a alteração. . ;Estrada Cristóvão Machado de Campos, 1018;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/ea946a3d23f6ed1fa4a671d33c79eaae.jpg;-27.460.336;-4.844.996;Florianópolis;195000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-grande-bairros-florianopolis-369m2-venda-RS195000-id-1042446356/;https://www.google.com/maps/search/?api=1&query=-27.460336,-48.44996;
;;;465;;Joao Paulo;;;;2429258736;;05/05/2019; EXCELENTE TERRENO EM CONDOMÍNIO FECHADO, NA REGIÃO DO JOÃO PAULO. LOCAL IDEAL E SEGURO PARA CONSTRUIR SUA CASA.. ;Rua Vergílio Ponciano;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e620ae8500eda1c063b07958504b1317.jpg;-27.555.574;-48.504.637;Florianópolis;570000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-joao-paulo-bairros-florianopolis-465m2-venda-RS570000-id-2429258736/;https://www.google.com/maps/search/?api=1&query=-27.555574,-48.504637;
;;;;;Santo Antônio de Lisboa;;;;90513201;;05/05/2019; Terreno à venda em Santo Antônio de Lisboa, Florianópolis, SC. Um bairro riquíssimo em qualidade de vida, tranquilidade, ótima gastronomia, com mais de 30 restaurantes a beira mar e o pôr do sol mais lindo da ilha. Indescritível a sensação de estar neste paraíso. O Recanto de Santo Antônio proporciona viver em meio a natureza, com a segurança de um bairro tranquilo. Terrenos de 606m² à 2.026m², a uma quadra da SC 401, próximo do terminal de Santo Antônio de Lisboa e das praia do norte da ilha. Aceita financiamento bancário. Nossos corretores estão de plantão 24 horas. Agende sua visita e conheça seu novo imóvel! Temos diversos imóveis para atender a sua expectativa, encontrando a melhor opção para o seu perfil. Visite nosso facebook e fique por dentro de um conteúdo atual sobre imóveis e o mercado imobiliário. ;Rua Teodoro Manoel Dias;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/31c84b0e3f739f6abfb9b23a3bb2efed.jpg;-27.504.824;-4.851.193;Florianópolis;1621408;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-2027m2-venda-RS1621408-id-90513201/;https://www.google.com/maps/search/?api=1&query=-27.504824,-48.51193;
;;;591;;Jurerê Internacional;;;;1038052239;;05/05/2019; Terreno à venda em Jurerê Internacional, Florianópolis, SC com 590,69 m² de área total. Terreno com projeto aprovado e alvará para construção. Ótima localização com acesso pela Rua dos Dourados bairro tranquilo e com boa estrutura, contando com supermercados, lojas, escolas, etc.,  Nossos corretores estão de plantão 24 horas. Agende sua visita e conheça seu novo imóvel! Temos diversos imóveis para atender a sua expectativa, encontrando a melhor opção para o seu perfil. Visite nosso facebook e fique por dentro de um conteúdo atual sobre imóveis e o mercado imobiliário. ;Rua dos Carapanás;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a291de7c2250eca604ef49b16cbf7775.jpg;-2.744.663;-48.498.301;Florianópolis;1100000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-jurere-internacional-bairros-florianopolis-591m2-venda-RS1100000-id-1038052239/;https://www.google.com/maps/search/?api=1&query=-27.44663,-48.498301;
;;;1080;;Ingleses do Rio Vermelho;;;;67871007;;05/05/2019; Exelente terreno à venda nos Ingleses, Florianópolis, Santa Catarina, com 1.080 m² de área total, com a viabilidade comercial ou residencial multifamiliar de esquina.  Nossos corretores estão de plantão 24 horas.  Visite nosso facebook e fique por dentro de um conteúdo atual sobre imóveis e o mercado imobiliário. ;Estrada Dário Manoel Cardoso;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7cb060aa8595fce2f9cc719a9d6a8f04.jpg;-27.449.237;-48.397.164;Florianópolis;1500000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ingleses-do-rio-vermelho-bairros-florianopolis-1080m2-venda-RS1500000-id-67871007/;https://www.google.com/maps/search/?api=1&query=-27.449237,-48.397164;
;;;;;Ratones;;;;1037332432;;05/05/2019; Condomínio Residencial de alto padrão, projeto contemporâneo, oferece toda a serenidade e o sossego que só as áreas rurais oferecem, em uma ótima localização entre as praias mais belas de Florianópolis e os centros comerciais da ilha. Agora você pode ter toda a tranquilidade e os benefícios de uma vida acolhedora no campo sem abrir mão da praticidade e as vantagens da vida na cidade. v Projeto pórtico de entrada v Salão de festas v Ciclo faixas internas v Ruas com calçamento em paver v Paisagismo com espécies nativas v Tubulação subterrânea para telefone, internet e tv a cabo v Estação de tratamento de esgoto v Automação do consumo de energia v Rota de frutas v Quadra de tênis v Campo de futebol society v Churrasqueiras v Piscinas v Sauna úmida e sauna seca v Playground v Lago com pista para caminhada ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/de0fc5002089a858126ec70755ea2305.jpg;-27.498.205;-48.491.875;Florianópolis;480536;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ratones-bairros-florianopolis-453m2-venda-RS480536-id-1037332432/;https://www.google.com/maps/search/?api=1&query=-27.498205,-48.491875;
;;;4989;;São João do Rio Vermelho;;;;94384682;;05/05/2019; Vendo excelente terreno com 4989 metros quadrados, tendo Escritura Publica !!! no bairro São João do Rio Vermelho. A apenas 50 mts do Travessao !!! Hoje ja possui um campo de futebol suiço, com vestiario, cozinha, churrasqueira, postes com iluminação! ;Rodovia João Gualberto Soares, 1;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/95065ab1d699a2050c11cd2f82e5a3c4.jpg;-27.439.449;-48.402.313;Florianópolis;1280000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-4989m2-venda-RS1280000-id-94384682/;https://www.google.com/maps/search/?api=1&query=-27.439449,-48.402313;
;;;;;Vargem do Bom Jesus;;;;2442457304;;05/05/2019; Excelente oportunidade de investimento. Terreno com 334,67m², com viabilidade para construir prédio com escritura pública. Ótima localização na Vargem do Bom Jesus com rua pavimentada próximo da SC - 403, fácil acesso. Terreno com possibilidade de financiamento. Entre em contato conosco que estamos prontos para lhe atender ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/19b4bfc87f2c35ad2264f3c7fdb552c4.jpg;-27.448.065;-48.428.691;Florianópolis;270000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-do-bom-jesus-bairros-florianopolis-335m2-venda-RS270000-id-2442457304/;https://www.google.com/maps/search/?api=1&query=-27.448065,-48.428691;
;;;900;;Rio Tavares;;;;94867221;;05/05/2019; 01 lote de 360m² 01 lote de 640m² fundos com APP luz , água vertente. IPTU Contrato de compra e venda ''valor sujeito a confirmação'' ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/44e428ce99019990da037a3be3dafa04.jpg;;;Florianópolis;125000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-rio-tavares-bairros-florianopolis-900m2-venda-RS125000-id-94867221/;;
;;;200000;;Ratones;;;;1042556598;;05/05/2019; Ótimo terreno em Ratones! Perfeita oportunidade para implantação de condomínio de alto padrão! Vizinho do condomínio Reserva Harambee, tem potencial construtivo semelhante! Uma área que esta em franca valorização, pois conta com apelo sustentável e ecológico! Aceita-se propostas! Gostou? Entre em contato e agende uma visita! Carlos Pimenta Negócios Imobiliários  Whatsapp  Whatsapp - ;Rua Intendente Antônio Damasco;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/f74d09f869825fe9d34f7c1182ccd444.jpg;-27.498.205;-48.491.875;Florianópolis;3690000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ratones-bairros-florianopolis-200000m2-venda-RS3690000-id-1042556598/;https://www.google.com/maps/search/?api=1&query=-27.498205,-48.491875;
;;;430;;Campeche;;;;1042021444;;05/05/2019; Amplo terreno plano com 430m² de área total em excelente localização no Campeche, próximo ao comércio local, das praias do Sul da Ilha, além do fácil acesso ao Aeroporto e Centro da cidade. Ideal para quem procura investir em uma das regiões mais valorizadas de Florianópolis! Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Servidão Brasíliano, 1;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/2f4b4500019b98e3fecabdf8be2228bb.jpg;-27.668.136;-48.487.461;Florianópolis;480000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-430m2-venda-RS480000-id-1042021444/;https://www.google.com/maps/search/?api=1&query=-27.668136,-48.487461;
;;;369;;Campeche;;;;1042021492;;05/05/2019; Ótimo terreno plano com 368,50m² de área total, viabilidade unifamiliar em Condomínio fechado, próximo ao comércio local, das praias do Sul da Ilha, além do fácil acesso ao Aeroporto e Centro da cidade! Ideal para quem procura viver rodeado por natureza com segurança e a poucos metros do mar! Condomínio em fase final de entrega com 13.500m² de área possui portaria e segurança com lindas áreas de lazer com playground, salão de festas, quadra esportiva, pista de caminhada, lounge do fogo, redário, áreas de descanso, pomar e ampla área verde. Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Rua do Gramal, 1100;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/4232677f83ab83bc534c5489f6c3343c.jpg;-27.689.207;-48.499.247;Florianópolis;350000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-369m2-venda-RS350000-id-1042021492/;https://www.google.com/maps/search/?api=1&query=-27.689207,-48.499247;
;;;;;Rio Tavares;;;;2434945978;;05/05/2019; Excelente terreno com 784m² de área total, localizado em condomínio fechado exclusivo com apenas 25 lotes, todo murado, muito arborizado com pomares e áreas verdes comuns, quadra de tênis, quadra poliesportiva, pista de skate, espaço gourmet, brinquedoteca, portaria e acesso direto à praia. Ideal para quem procura investir em um local totalmente integrado com a natureza, oferecendo uma infraestrutura invejável, segurança e toda a privacidade que você e sua família precisam pra viver bem! Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Servidão Cecília Jacinta de Jesus, 200;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/533f494f7281c05ca5405e77e2b2182c.jpg;-27.647.884;-48.476.499;Florianópolis;784000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-rio-tavares-bairros-florianopolis-784m2-venda-RS784000-id-2434945978/;https://www.google.com/maps/search/?api=1&query=-27.647884,-48.476499;
;;;265;;Centro;;;;2432389099;;05/05/2019; Otimo terreno com 265 m2, sendo 10 x 28 m. Há uma casa residencial de madeira com 3 dormitórios, living, cozinha, banheiro social, área de serviço e garagem para 1 carro. Ótima localização, próximo do IFSC, HPM, Imperatriz,.. Tudo que vem a facilitar sua conveniência do dia a dia!, Maiores informações, entre em contato agora mesmo com um de nossos corretores de plantão. ;Rua Major Costa;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/1894549416ff8c9511738453427e2592.jpg;-27.594.965;-48.541.676;Florianópolis;350000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-centro-bairros-florianopolis-265m2-venda-RS350000-id-2432389099/;https://www.google.com/maps/search/?api=1&query=-27.594965,-48.541676;
;;;;;Lagoa da Conceição;;;;1042056681;;05/05/2019; Excelente terreno comercial em frente a tradicional loteamento na Lagoa da Conceição! Local de grande fluxo durante todo o ano, perfeito para instalação de pequeno restaurante romântico bistrô, ou até mesmo outros tipos de atividade comercial que demandam grande visibilidade e movimento. Venha conhecer!!! ;Rua Laurindo Januário da Silveira;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7f196fb7df58e06e87093098e0c46794.jpg;-27.604.486;-4.847.975;Florianópolis;300000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-lagoa-da-conceicao-bairros-florianopolis-210m2-venda-RS300000-id-1042056681/;https://www.google.com/maps/search/?api=1&query=-27.604486,-48.47975;
;;;;;São João do Rio Vermelho;;;;1041092235;;05/05/2019; Terreno para Venda com IPTU São João do Rio Vermelho, Florianópolis Medindo 24 mts de frente por 27 mts de fundo, totalizando 648,00 m². Aceita permuta por apartamento em no centro de Barreiros próximo ao Imperatriz. Agende uma visita pelos fones: Escritório:  Corretor: Maximiliano Borgonovo Creci: 34338 F - Fone:  Corretora: Cristina de Oliveira Creci: 31357 F - Fone:   ;Rodovia João Gualberto Soares;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e563dfb46ea6af508eeb716b01d2e9a0.jpg;-27.489.016;-48.419.627;Florianópolis;230000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-648m2-venda-RS230000-id-1041092235/;https://www.google.com/maps/search/?api=1&query=-27.489016,-48.419627;
;;;;;Cachoeira do Bom Jesus;;;;92659966;;05/05/2019; Terreno de esquina em condominio fechado. Pronto para construir. ;Avenida Luiz Boiteux Piazza, 3177;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/4a592f63bc316d4f4ec2eac70ffb9db1.jpg;-27.418.937;-48.431.262;Florianópolis;385000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-cachoeira-do-bom-jesus-bairros-florianopolis-425m2-venda-RS385000-id-92659966/;https://www.google.com/maps/search/?api=1&query=-27.418937,-48.431262;
;;;10300;;Canasvieiras;;;;1042689329;;05/05/2019; Excepcional oportunidade de investimento em uma das regiões mais prósperas na ilha de Florianópolis! Terreno com potencial construtivo de até 35 mil m². A intersecção das rodovias SC 401 e SC 403. Terreno plano, com frentes para a SC 403 no trecho duplicado e Rua Geral do TICAN, acesso a SC 401, de frente para o Ilha Shopping, ao lado de escola, terminal rodoviário, próximo a Universidade e Parque Sapiens. A 20 minutos do Centro da capital em trecho totalmente duplicado. Ampla viabilidade comercial e residencial, escritura publica e sem restrições ambientais. Gostou? Entre em contato conosco! Carlos Pimenta Negócios Imobiliários  Whatsapp  Whatsapp www.carlospimentaimoveis.com.br - ;Rua Rodolfo Hickel;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/9c02beea07ef0359980517b1a9286ae9.jpg;-27.429.862;-48.455.712;Florianópolis;8100000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-canasvieiras-bairros-florianopolis-10300m2-venda-RS8100000-id-1042689329/;https://www.google.com/maps/search/?api=1&query=-27.429862,-48.455712;
;;;9893;;Canasvieiras;;;;92522005;;05/05/2019; terreno com 9.893,00 m2 (frente 156m2), localizado na Avenida Virgílio Várzea, Canasvieiras, Município de Florianópolis, Estado de Santa Catarina. Rua com pavimentação em concreto asfáltico, mão direcional dupla, com guias, sarjetas e passeio lateral. Disponibilidade de linhas de ônibus municipais e intermunicipais trafegando pela mencionada via, proporcionando ligação entre centro-bairro, bairro-centro e a diversas regiões vizinhas. O local possui os seguintes melhoramentos públicos: redes de água domiciliar, energia elétrica (luz e força), telefone, iluminação pública, captação de esgotos e águas pluviais, serviços postais, coleta de lixo, limpeza e conservação viária. A região possui ocupação homogênea caracterizada por residências do tipo unifamiliar, residências populares, com predominância horizontal, e por estabelecimentos comerciais tais como: lojas com comércio variado, bares, com densidade de edificação baixa e nível econômico médio. Agende sua visita e venha conhecer! ;Rodovia Virgílio Várzea;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/95d53ba0929d4fbc35cc175fcef2c6e8.jpg;-2.744.039;-48.465.035;Florianópolis;320000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-canasvieiras-bairros-florianopolis-9893m2-venda-RS320000-id-92522005/;https://www.google.com/maps/search/?api=1&query=-27.44039,-48.465035;
;;;;;Campeche;;;;1042057026;;05/05/2019; Terreno em condomínio fechado, ótima opção para você e sua família. Terrenos planos , ótimo padrão construtivo. Infra estrutura com: segurança 24hs, pista de caminhada, quadra de tênis, parque infantil. Lotes padrão com 612 m².Proximidade com o novo acesso ao aeroporto hercílio luz, fácil acesso às praias do sul da ilha. Venha conhecer esta oportunidade no sul da ilha !! ;Rodovia Aparício Ramos Cordeiro;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/cfdecb80b44dea7960727f734c943d29.jpg;-27.682.678;-48.510.094;Florianópolis;400000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-612m2-venda-RS400000-id-1042057026/;https://www.google.com/maps/search/?api=1&query=-27.682678,-48.510094;
;;;;;Centro;;;;89488222;;05/05/2019; Terreno à venda no Centro de Florianópolis SC. Com 10.042,61 m2, há duas quadras da Avenida Mauro Ramos, cinco quadras do Shopping Beira mar e Avenida Beira mar.    O imóvel que você deseja comprar está aqui! Nossa imobiliária está de plantão 24h para atende-lo e agendar sua visita! www.smolkaimoveis.com.br..... ;Rua Ângelo La Porta, 1;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/cc0ceee93fc82c4ca35549eb282f7770.jpg;-27.588.317;-48.542.989;Florianópolis;7695000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-centro-bairros-florianopolis-10043m2-venda-RS7695000-id-89488222/;https://www.google.com/maps/search/?api=1&query=-27.588317,-48.542989;
;;;;;Saco Grande;;;;89488141;;05/05/2019; Terreno à venda na SC 401, Florianópolis SC com ótima oportunidade para investidores. Medindo 6.363 m2 de área total, o terreno se encontra em ótima localização, a poucos metros da ACATE, Primavera Garden Center e Associação Catarinense de Medicina.    O imóvel que você deseja comprar está aqui! Nossa imobiliária está de plantão 24h para atende-lo e agendar sua visita! www.smolkaimoveis.com.br ;Rodovia José Carlos Daux, 4251;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/1056b8e195b8fbe7f2f8fd922c93867e.jpg;-27.544.569;-48.502.473;Florianópolis;5500000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-saco-grande-bairros-florianopolis-6362m2-venda-RS5500000-id-89488141/;https://www.google.com/maps/search/?api=1&query=-27.544569,-48.502473;
;;;;;Joao Paulo;;;;93542685;;05/05/2019; *Terreno plano no Pico do Morro, com linda vista para o mar *Segurança e monitoramento 24 horas no condomínio *3 minutos do Hotel Maria do Mar *5 minutos do Floripa shopping *6 minutos principais Home Centers - Tok Stok, Cassol Centerlar, Ballarotti... *7 minutos da Churrascaria Ataliba (melhor Churrascaria de Floripa) *10 minutos do Shopping Iguatemi *10 minutos do principal Supermercado Angeloni (Beira Mar) *15 minutos do Shopping Beira Mar *18 minutos do Colégio Catarinense *20 minutos do Centro *20/25 minutos das principais praias, Jurerê, Canasvieiras, Ingleses... *25/35 minutos das principais praias do Sul, Mole, Joaquina, Campeche ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6e9f912c82fc50389673ffd9c53e3d76.jpg;-27.554.687;-48.506.948;Florianópolis;1272000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-joao-paulo-bairros-florianopolis-906m2-venda-RS1272000-id-93542685/;https://www.google.com/maps/search/?api=1&query=-27.554687,-48.506948;
;;;;;São João do Rio Vermelho;;;;1118645474;;05/05/2019; Condomínio residencial com infraestrutura de lazer sendo salão de festas, play ground, piscinas, quadra de esportes e academias ao ar livre.  O Red Park conta com guarita de segurança, monitoramento eletrônico, vigia de moto.  Próximo do comercio local do bairro Rio Vermelho que fica bem perto de outras opções de praias com Santinho, Ingleses, Jurerê e ao Sul Barra da Lagoa e Praia Mole. Lote plano com 375m² sendo 15x25 com Escritura Pública de Compra e Venda. Pode ser adquirido com entrada e financiamento bancário. ;Avenida Red Park, 6;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/dcc4eef0c81655d527617d7d761d6626.jpg;-27.475.151;-48.408.474;Florianópolis;140000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-375m2-venda-RS140000-id-1118645474/;https://www.google.com/maps/search/?api=1&query=-27.475151,-48.408474;
;;;;;São João do Rio Vermelho;;;;84874162;;05/05/2019; CÓDIGO: 614 Terreno localizado na regiao do rio vermelho, plano e ótimo para construir. | estuda proposta. | Não aceita financiamento bancário. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/f0e398d7982d95fa05e22405e9a82a13.jpg;-27.481.826;-48.407.779;Florianópolis;35000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-91m2-venda-RS35000-id-84874162/;https://www.google.com/maps/search/?api=1&query=-27.481826,-48.407779;
;;;;;Rio Tavares;;;;1902895481;;05/05/2019; Lindo terreno em rua calçada, com linda vista para área verde, lugar sossegado e tranquilo. Muito bem localizado em um bairro com alto desenvolvimento, próximo ao multi-shopping, supermercados, padarias, farmácias e praia. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/27ffa98b95809672842ad55f7dbcfe11.jpg;;;Florianópolis;328000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-rio-tavares-bairros-florianopolis-440m2-venda-RS328000-id-1902895481/;;
;;;;;Campeche;;;;1042057065;;05/05/2019; Ótima opção para você que busca um terreno amplo em condomínio fechado. Segurança 24hs, ótimo padrão construtivo, próximo ao novo acesso do sul da ilha. Terreno com 612 m², plano, pronto para construir. Área de lazer com quadra de tênis, play ground, pista de caminhada para viver o melhor de floripa!!Agende uma visita e venha conhecer! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a76dd2821325026f010776fb90c233f2.jpg;-27.687.106;-4.852.709;Florianópolis;400000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-612m2-venda-RS400000-id-1042057065/;https://www.google.com/maps/search/?api=1&query=-27.687106,-48.52709;
;;;;;Campeche;;;;1042056938;;05/05/2019; Terreno comercial em uma localização privilegiada e de muito crescimento e de grande movimentação publica.Possui um projeto para construção de 693m² de área construída.Terreno plano, com vista deslumbrante para o morro do lampião pronto para comportar um comercio variado.Venha conhecer na habiflex soluções imobiliárias. ;Avenida Pequeno Príncipe;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e94d39fcc2d517c2c63db71be59b2d22.jpg;-27.680.623;-48.494.145;Florianópolis;1180000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-789m2-venda-RS1180000-id-1042056938/;https://www.google.com/maps/search/?api=1&query=-27.680623,-48.494145;
;;;;;Vargem Pequena;;;;2438668811;;05/05/2019; Área a venda, com uma belíssima casa com vista panorâmica para o horizonte. Casa com área construída de 360 m², seis dormitórios, sendo 3 suítes , sala de jantar, sala de TV, sala de estar, cozinha, haal, varanda, garagem , lavanderia . ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8aa5b0e95921842a6ff56ef57746f74d.jpg;;;Florianópolis;5500000;;Viva Real;3;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-pequena-bairros-florianopolis-56000m2-venda-RS5500000-id-2438668811/;;
;;;;;Cachoeira do Bom Jesus;;;;90886624;;05/05/2019; Magnifica oferta ,Oliveira Costa empreendimentos imobiliários conta com o maior cadastro de imóveis a venda do norte da ilha . Excelente investimento! Vendo terreno, com escritura pública próximo ao Sapiens Park, no Norte da ilha de Florianópolis.  Condomínio Green Hills, já consolidado, com excelentes residências, monitorado por câmeras de segurança e com área de preservação permanente junto ao condomínio. Terreno medindo 14,00 de frente por 28,00 metros de fundo, totalizando 392,00 m². ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/d90de4f246f31acf07355ee1296cfd1b.jpg;-27.434.639;-48.421.655;Florianópolis;175000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-cachoeira-do-bom-jesus-bairros-florianopolis-392m2-venda-RS175000-id-90886624/;https://www.google.com/maps/search/?api=1&query=-27.434639,-48.421655;
;;;388;;Santo Antônio de Lisboa;;;;53735655;;05/05/2019; Maravilhoso terreno em um loteamento no bairro charmoso em Santo Antônio de Lisboa em Florianópolis. Pronto para contrução de uma belissíma casa num lugar em meio a natureza próximo de todos as praias e recursos da Ilha de Florianópolis. Este terreno não pode ser financiado, somente pagamento somente á vista Entre em contato com a corretora licenciada Mara Carrion para marcar visita. Também estou disponivel no WhatsApp no cel. ao lado. ;Rua Padre Rohr, 1750;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/22c034dbe05898aa704bf88b15eda491.jpg;-27.487.082;-48.515.859;Florianópolis;180000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-388m2-venda-RS180000-id-53735655/;https://www.google.com/maps/search/?api=1&query=-27.487082,-48.515859;
